,Partner,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
3105,0,1,0,DSL,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),49.15,1237.3
4485,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),91.7,6075.9
5202,1,1,1,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Mailed check,111.1,6555.2
4389,0,1,1,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),100.4,2936.25
5593,1,1,0,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),75.5,2424.45
6130,0,1,0,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Credit card (automatic),64.9,3795.45
2407,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.7,141.45
5775,1,1,1,Fiber optic,No,No,No,No,Yes,No,Two year,0,Bank transfer (automatic),82.5,4828.05
6015,0,1,0,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,74.55,233.65
4985,1,1,1,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),83.3,6042.7
4522,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.7,587.1
2789,0,1,1,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),88.95,2072.75
1249,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.05,45.05
3381,0,1,0,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),79.85,3320.75
465,0,0,2,DSL,No,No,No,Yes,No,Yes,Two year,1,Mailed check,40.05,2799.75
4182,0,1,1,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,98.65,2862.75
6707,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.7,1937.4
1112,0,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,89.85,6293.45
4935,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),24.7,1174.35
2585,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.8,813.3
6529,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,74.85,156.4
3102,0,1,0,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Electronic check,54.2,308.25
3456,0,1,1,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,85.25,5714.2
1175,0,1,1,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),80.0,1029.35
6386,1,1,1,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),83.55,6093.3
5833,1,0,2,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),34.3,577.15
6121,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.5,159.35
6008,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.5,239.75
210,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),46.0,84.5
3227,1,1,0,DSL,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,56.3,628.65
2630,1,1,1,Fiber optic,Yes,No,No,Yes,No,No,Two year,1,Credit card (automatic),84.65,5377.8
6532,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.35,369.6
3078,0,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.55,187.45
1838,0,1,1,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,90.05,4931.8
2453,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.45,294.45
4259,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.6,59.75
6551,1,1,0,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Electronic check,96.0,6109.75
1717,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.7,1421.9
415,1,1,0,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),73.25,1195.75
5302,1,1,0,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,65.5,616.9
6974,1,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,98.85,4947.55
167,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),89.05,6254.45
2228,1,1,1,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),104.45,7349.35
5046,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.15,45.15
348,0,0,2,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,44.95,996.85
5147,0,0,2,DSL,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),30.1,810.85
5907,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.3,44.3
4591,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,21.2,222.65
6852,1,1,0,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,61.9,2924.05
2555,0,1,0,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,60.0,487.75
2976,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),24.1,439.2
4483,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.6,1784.9
5183,1,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,79.6,2718.3
4415,1,1,1,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Credit card (automatic),66.1,4428.45
2105,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,75.25,242
3982,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.35,1654.6
5066,1,0,2,DSL,No,Yes,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),54.3,2390.45
6468,1,1,0,DSL,No,No,No,No,No,No,One year,0,Electronic check,44.6,641.25
3060,1,0,2,DSL,No,No,Yes,No,Yes,No,One year,1,Credit card (automatic),38.1,970.4
2031,1,0,2,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.05,125.5
6527,1,1,0,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,55.3,324.25
4273,0,1,1,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),79.85,2404.15
2662,0,0,2,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,49.25,90.35
4754,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.25,1728.2
2046,0,0,2,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,24.7,24.7
3056,1,1,1,DSL,Yes,No,No,Yes,Yes,No,Two year,1,Credit card (automatic),70.5,3486.65
2621,1,1,0,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),79.1,5564.85
3649,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.35,1847.55
6390,1,1,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,106.15,7475.1
5373,1,1,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,105.25,7291.75
4681,0,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,83.85,790.15
4276,0,1,0,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,49.6,114.7
1470,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.2,156.85
3967,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.3,593.2
1376,0,1,0,DSL,No,No,Yes,No,Yes,Yes,One year,1,Mailed check,70.0,347.4
4405,1,1,0,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),83.55,477.55
5340,0,1,1,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),84.1,3187.65
6431,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.15,343.45
3838,0,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),100.5,2599.95
439,0,1,0,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Mailed check,55.05,55.05
2355,1,1,0,DSL,Yes,Yes,No,No,No,No,Two year,1,Bank transfer (automatic),54.2,3838.2
88,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.95,927.1
2485,0,1,1,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,80.45,1072
3358,0,1,0,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Mailed check,53.45,1461.45
3386,1,1,1,DSL,Yes,No,No,Yes,No,Yes,One year,1,Electronic check,68.4,3972.25
6699,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.5,1035.7
3902,0,0,2,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,29.9,29.9
3579,1,1,1,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,81.2,3292.3
4161,0,1,0,DSL,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,49.95,107.1
4819,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.75,1052.35
609,1,1,1,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),105.25,6786.4
3574,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.35,20.35
2145,0,1,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,72.9,818.45
6406,0,0,2,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),50.65,1905.4
5516,0,1,1,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),51.75,201.1
5292,0,0,2,DSL,No,No,Yes,Yes,No,No,One year,0,Credit card (automatic),33.7,1537.85
1006,0,1,1,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,90.1,1612.75
6119,0,1,0,DSL,No,Yes,No,No,No,No,One year,0,Credit card (automatic),51.45,727.85
5781,0,1,0,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,89.2,2383.6
1894,1,0,2,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,43.95,2007.85
30,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,1,Credit card (automatic),96.35,6766.95
3847,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.0,198.6
2264,0,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),114.95,7711.25
4885,1,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),111.65,8022.85
1715,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.4,967.85
4918,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.55,1086.75
4637,1,1,0,DSL,Yes,Yes,No,Yes,Yes,No,One year,1,Bank transfer (automatic),71.0,5012.1
5061,1,1,1,DSL,Yes,No,Yes,Yes,Yes,No,One year,0,Electronic check,76.25,4154.55
3202,0,1,0,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,55.25,55.25
2275,1,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.5,74.5
873,0,0,2,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,50.8,3027.4
6740,0,1,0,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),79.2,3233.85
1671,1,1,0,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),103.15,7031.3
1176,0,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),109.9,669.45
3487,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.1,1078.75
1045,1,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),99.3,4209.95
1120,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),70.55,1493.55
4254,1,1,1,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,84.45,2467.1
5289,0,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Mailed check,115.1,6993.65
356,0,1,1,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,54.1,889
1693,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),114.45,8375.05
5761,1,0,2,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Mailed check,39.4,1978.65
5180,0,0,2,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),64.35,4539.6
4186,0,1,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,104.05,6590.5
830,1,1,1,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,0,Electronic check,108.55,5610.7
2981,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.5,1430.95
4648,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.3,144
1466,1,1,0,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.2,571.15
84,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.15,973.35
532,0,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.95,174.45
138,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.6,1170.55
2691,0,1,0,DSL,Yes,No,No,No,No,Yes,One year,1,Electronic check,59.1,369.25
3856,1,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,114.1,7132.15
4540,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.95,20.95
643,0,1,0,Fiber optic,No,Yes,Yes,No,No,Yes,One year,1,Bank transfer (automatic),89.85,4287.2
162,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.7,135.2
4040,1,0,2,DSL,Yes,No,Yes,No,No,No,One year,0,Mailed check,34.8,1980.3
6358,1,1,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),80.45,5886.85
3813,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,105.0,7297.75
6188,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,358.5
1044,0,1,0,DSL,Yes,No,No,Yes,No,No,One year,0,Bank transfer (automatic),54.25,447.75
2455,0,1,0,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,89.35,461.7
2660,0,1,0,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),52.1,670.65
5555,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.8,1378.75
5022,1,1,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),109.3,7782.85
1382,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,24.95,1165.9
1356,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),75.2,633.85
5655,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.1,1725
3167,1,1,0,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Mailed check,74.35,4759.55
874,0,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),99.7,4634.35
2299,0,1,0,DSL,Yes,Yes,No,No,No,No,Two year,0,Credit card (automatic),55.5,2627.35
667,0,0,2,DSL,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),30.2,1453.1
1550,1,1,1,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,80.8,457.1
3720,0,1,0,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),54.55,2455.05
6543,1,1,0,DSL,Yes,No,Yes,No,No,No,One year,0,Credit card (automatic),54.75,3425.35
2574,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.65,3759.05
1559,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,45.3
6007,0,0,2,DSL,No,No,Yes,Yes,Yes,Yes,One year,0,Bank transfer (automatic),54.85,2191.7
3640,1,1,1,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,95.9,2745.2
2248,1,1,1,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),54.45,1588.7
238,0,1,0,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.0,1120.3
1529,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),18.4,1057.85
4143,0,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.8,2043.45
4020,1,0,2,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),64.95,4546
6434,0,1,0,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,50.5,50.5
4402,0,0,2,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),48.95,1880.85
901,0,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),98.3,923.5
6662,0,0,2,DSL,Yes,Yes,No,Yes,No,No,One year,0,Credit card (automatic),39.65,1798.65
3021,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.95,107.05
2217,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),89.9,5958.85
3604,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.6,717.3
714,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.4,1710.9
4975,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),103.75,7346.2
6446,1,1,1,Fiber optic,Yes,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),89.85,5125.75
5999,0,1,1,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,108.95,4025.5
3430,0,1,0,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,0,Electronic check,95.95,5036.9
4521,1,0,2,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,45.55,2062.15
6265,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.25,74.2
2108,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),44.95,2168.9
