,Partner,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
2784,0,1,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),98.1,396.3
2578,1,1,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,98.9,2911.3
4385,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.35,422.7
3231,0,1,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,0,Mailed check,84.45,1287.85
633,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.35,176.3
3211,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.05,337.9
603,0,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,108.65,4903.2
3495,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.35,75.35
4780,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,70.05,657.5
1699,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.65,958.1
1162,0,1,0,DSL,Yes,No,Yes,Yes,No,Yes,One year,1,Bank transfer (automatic),72.35,4991.5
2563,0,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,105.95,2655.25
4774,1,1,1,Fiber optic,No,No,No,Yes,No,Yes,One year,1,Electronic check,91.15,4862.5
6587,0,1,1,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.5,6548.65
4824,1,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),97.25,7133.1
438,1,1,1,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),89.85,3161.2
3827,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.45,34.8
6996,1,1,0,DSL,No,Yes,No,Yes,No,Yes,One year,1,Bank transfer (automatic),66.5,2728.6
4019,0,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.55,1415.55
610,1,0,2,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,29.95,248.95
2860,0,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),101.4,6841.05
2840,1,1,0,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,84.4,1936.85
3236,0,1,1,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,55.3,875.35
5264,1,0,2,DSL,No,No,Yes,No,No,No,One year,1,Credit card (automatic),29.8,2134.3
5880,0,0,2,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,29.6,79.45
1058,1,1,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),89.55,185.55
5330,1,1,0,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,1,Mailed check,92.5,934.1
1359,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.75,889.9
3132,0,1,0,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,74.3,74.3
6822,1,1,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),80.3,2483.05
1608,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.1,279.5
3595,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),70.2,115.95
5631,1,0,2,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.0,78.25
1813,0,1,0,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,75.5,75.5
5741,0,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.95,1931.75
6625,0,1,1,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,91.3,1094.5
4563,0,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),80.05,830.7
4357,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.45,330.8
2986,1,1,0,Fiber optic,No,No,No,No,No,No,Two year,1,Credit card (automatic),69.05,3842.6
3896,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.3,749.35
1925,1,1,1,DSL,No,No,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),72.1,4194.85
303,1,0,2,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),60.3,4109
677,0,0,2,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,34.7,62.25
1555,1,1,0,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),106.1,5769.75
4012,0,1,0,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,50.55,50.55
2807,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.45,136.75
4101,0,1,0,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),59.15,336.7
3582,0,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.5,232.35
2197,1,1,1,DSL,No,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,63.85,4264.6
6481,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),69.95,320.4
41,1,1,1,DSL,Yes,Yes,No,No,Yes,No,Two year,1,Credit card (automatic),69.2,4872.35
4378,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.85,1327.4
1554,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.9,518.3
1268,1,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,110.15,6448.05
1668,0,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,115.65,5125.5
6843,1,1,1,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),91.75,865.8
2929,0,0,2,DSL,Yes,Yes,No,Yes,No,No,One year,0,Mailed check,40.25,1564.05
6654,1,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,86.5,582.5
4916,0,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,79.55,151.75
5595,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.4,61.05
1617,0,1,1,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,59.45,1611.65
344,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.25,865
3111,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,103.4,7372.65
4290,1,0,2,DSL,No,No,No,Yes,Yes,No,Month-to-month,0,Electronic check,40.1,40.1
934,0,0,2,DSL,Yes,No,No,Yes,No,No,One year,1,Mailed check,33.6,435.45
5448,1,1,1,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,1,Bank transfer (automatic),101.6,3930.55
251,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.4,147.15
5060,0,0,2,DSL,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,35.2,607.3
4461,0,1,0,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,94.2,2607.6
278,0,0,2,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,55.0,771.95
1722,0,0,2,DSL,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),56.4,2928.5
1468,0,1,1,Fiber optic,Yes,Yes,No,No,No,Yes,One year,1,Bank transfer (automatic),92.3,5731.45
3630,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.95,85.5
6005,0,1,1,DSL,Yes,Yes,No,No,No,Yes,One year,1,Electronic check,71.75,4374.55
2285,1,1,1,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,93.9,5029.2
1928,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.55,658.95
611,1,1,0,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,0,Mailed check,65.0,663.05
5680,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.85,20.85
1379,0,0,2,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),44.6,3058.15
328,1,0,2,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,35.9,973.65
2990,0,0,2,DSL,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,33.9,298.45
783,0,1,0,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,52.2,52.2
6962,1,1,0,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.25,2754.45
3046,1,1,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),103.3,6518.35
1967,0,1,1,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),78.6,5356.45
3243,0,0,2,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,39.7,710.05
6048,1,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.45,2653.65
4903,0,1,1,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,90.8,455.5
5902,1,1,0,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,50.85,466.6
4615,1,1,1,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),64.75,4804.75
3839,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,284.3
1856,0,1,0,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),57.15,2250.65
3853,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),72.8,3249.4
6331,1,0,2,DSL,Yes,No,Yes,Yes,No,No,One year,0,Electronic check,40.3,1794.8
786,1,1,1,DSL,Yes,No,No,No,No,No,Two year,0,Bank transfer (automatic),55.3,3983.6
5127,0,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),118.35,7804.15
5125,1,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.0,1078.9
4626,0,1,1,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),89.6,5538.8
6762,0,1,0,DSL,No,No,No,No,Yes,No,Month-to-month,0,Mailed check,55.0,2010.55
3352,0,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,85.45,85.45
1214,0,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),86.0,1532.45
1408,1,1,1,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),104.1,7412.25
5244,0,1,1,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),89.3,4192.15
3200,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.3,5278.15
3428,1,1,1,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),93.8,4750.95
1694,0,0,2,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,34.7,34.7
1248,0,1,1,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,0,Electronic check,90.15,987.95
6794,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.55,876.15
4248,1,1,1,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,0,Electronic check,90.55,5116.6
4111,0,1,0,DSL,No,Yes,Yes,No,Yes,No,One year,0,Bank transfer (automatic),65.25,1441.8
541,0,1,1,DSL,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,58.95,601.6
80,0,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.35,79.35
5950,0,0,2,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.7,24.7
5565,1,0,2,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,39.05,669.85
6757,1,0,2,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,0,Electronic check,59.3,3014.65
359,1,1,1,Fiber optic,Yes,No,No,No,Yes,Yes,One year,0,Electronic check,97.1,4016.75
6333,0,1,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,106.0,6441.4
1920,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.45,471.55
486,0,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.15,1415
1191,1,1,1,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Credit card (automatic),69.15,2490.15
13,0,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.7,5036.3
6640,1,0,2,DSL,Yes,No,Yes,Yes,Yes,No,One year,0,Mailed check,50.8,1386.8
4230,0,1,0,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,73.5,791.75
4655,0,1,1,DSL,Yes,No,No,No,Yes,Yes,One year,0,Mailed check,74.75,2282.95
2432,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,25.2,1306.3
1615,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.05,923.1
2231,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.0,740
759,1,1,1,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,1,Bank transfer (automatic),90.35,6563.4
6710,1,1,0,DSL,Yes,No,Yes,Yes,Yes,No,One year,0,Bank transfer (automatic),69.7,3023.65
6955,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.05,523.1
4775,1,1,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.3,2431.35
3108,0,1,0,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),106.0,4532.3
5788,1,0,2,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,25.15,99.95
3280,1,1,0,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Electronic check,58.6,3068.6
969,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.0,174.8
4549,0,1,1,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),92.7,1556.85
4162,1,0,2,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),65.7,4575.35
4749,0,1,0,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,49.2,216.9
4080,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,26.1,692.55
1923,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.8,726.1
3627,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.1,296.15
6705,1,1,0,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,51.1,1232.9
3127,0,0,2,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,30.6,856.35
6144,1,1,0,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,90.0,2024.1
2693,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.3,1414.8
6571,0,1,0,DSL,Yes,Yes,No,No,No,No,One year,0,Mailed check,55.0,1885.15
6995,0,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,89.55,5012.35
5910,0,1,0,DSL,No,No,Yes,No,Yes,No,Month-to-month,0,Mailed check,60.9,414.1
2940,0,0,2,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,54.45,2854.55
4581,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.8,1212.25
4537,1,0,2,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Mailed check,49.8,836.35
1121,0,1,1,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),82.5,4179.1
4894,1,1,1,DSL,No,Yes,Yes,No,Yes,No,One year,1,Credit card (automatic),71.1,4140.1
2079,1,1,1,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,106.05,7554.05
3966,1,1,1,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),107.7,7919.8
2746,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,21.0,697.7
6594,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.05,299.3
2059,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,92.95,3415.25
3776,1,1,0,DSL,No,No,No,No,Yes,No,One year,1,Mailed check,56.35,2391.15
6485,1,1,0,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,73.55,4764
1377,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),82.3,5815.15
5863,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,97.35,2119.5
2484,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.5,255.5
2335,0,1,0,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Mailed check,55.8,274.35
391,1,1,1,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),84.8,2309.55
3094,0,1,0,DSL,No,Yes,No,No,Yes,No,One year,1,Credit card (automatic),58.6,2224.5
58,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.95,894.3
569,0,0,2,DSL,No,Yes,Yes,Yes,No,No,One year,1,Credit card (automatic),40.4,422.6
5145,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),25.7,1714.55
4629,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.3,279.3
5562,1,1,1,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),76.85,4275.75
26,1,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.35,4749.15
1902,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),90.6,6441.85
5085,0,0,2,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,40.6,1494.5
1631,1,1,1,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),85.35,1463.45
718,0,0,2,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),50.35,1277.5
1028,1,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,83.75,2070.6
2437,0,1,0,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,61.4,438.9
3608,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,75.25,3017.65
4692,1,1,0,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),100.7,1522.7
442,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Mailed check,114.65,6049.5
1482,0,1,0,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,96.85,1235.55
6151,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,71.0,672.55
